,0,1
992,97293,4
993,26873,0
994,22317,2
995,62940,9
996,37374,6
997,25440,5
998,35572,4
999,53121,5
1000,38256,2
1001,92105,2
1002,34288,4
1003,34179,5
1004,84382,2
1005,26120,4
1006,87386,8
1007,73222,5
1008,99674,1
1009,61095,1
1010,68806,8
1011,92237,1
1012,28915,1
1013,71687,8
1014,31720,5
1015,90254,4
1016,30126,8
1017,57254,5
1018,58854,5
1019,30040,0
1020,94373,8
1021,70672,5
1022,99648,7
1023,85225,4
1024,60913,1
1025,59437,0
1026,73538,0
1027,89247,5
1028,98485,2
1029,96116,5
1030,73266,5
1031,36275,1
1032,44200,8
1033,98593,1
1034,85254,5
1035,72652,1
1036,25374,2
1037,99129,5
1038,85789,4
1039,69328,5
1040,90327,6
1041,94882,4
1042,38370,5
1043,38068,5
1044,53710,5
1045,73142,5
1046,45253,8
1047,84025,0
1048,70232,2
1049,71324,2
1050,21664,4
1051,34133,4
1052,77341,7
1053,36885,4
1054,43496,1
1055,99844,2
1056,31069,6
1057,95412,8
1058,97009,5
1059,97188,8
1060,38654,5
1061,38581,5
1062,34313,5
1063,88542,0
1064,50048,5
1065,55297,0
1066,90467,5
1067,24347,1
1068,80256,1
1069,71738,2
1070,44531,5
1071,61936,1
1072,82563,1
1073,22778,1
1074,41860,9
1075,51320,5
1076,53746,1
1077,88061,1
1078,99630,5
1079,25123,5
1080,42345,7
1081,52471,5
1082,42861,8
1083,88063,1
1084,69372,1
1085,88129,5
1086,40587,5
1087,26611,5
1088,72494,5
1089,73326,5
1090,30633,5
1091,90548,4
1092,41100,1
1093,54375,5
1094,42508,1
1095,90164,5
1096,35598,5
1097,87586,0
1098,58725,1
1099,53278,4
1100,40265,4
1101,86999,0
1102,43682,5
1103,66339,8
1104,98982,1
1105,54122,7
1106,82483,5
1107,87214,0
1108,24410,1
1109,61584,1
1110,75351,5
1111,66796,5
1112,90687,5
1113,83796,0
1114,77367,2
1115,49163,1
1116,91707,5
1117,61713,1
1118,91296,4
1119,71913,5
1120,99037,2
1121,47724,1
1122,44118,6
1123,63353,4
1124,33622,5
1125,49526,9
1126,92988,8
1127,80269,1
1128,77922,2
1129,54066,1
1130,83344,6
1131,45141,0
1132,78596,6
1133,48219,5
1134,45786,1
1135,76372,5
1136,88032,5
1137,25890,1
1138,24388,0
1139,82135,9
1140,94719,5
1141,88806,5
1142,71230,5
1143,68325,1
1144,49373,5
1145,85478,5
1146,88808,0
1147,96139,5
1148,51629,5
1149,42557,8
1150,60805,4
1151,74467,5
1152,62674,5
1153,76998,1
1154,28812,9
1155,86422,1
1156,21179,1
1157,45228,5
1158,85647,8
1159,88929,4
1160,34872,0
1161,71339,1
1162,45787,5
1163,86308,5
1164,44654,5
1165,84253,1
1166,31925,5
1167,88903,5
1168,25884,5
1169,52328,4
1170,35957,3
1171,80266,8
1172,29481,5
1173,54907,5
1174,35233,7
1175,81552,4
1176,34132,1
1177,35256,2
1178,50925,5
1179,27172,5
1180,30593,1
1181,70790,5
1182,87511,1
1183,54002,2
1184,37252,2
1185,40900,5
1186,88054,5
1187,36694,5
1188,94362,2
1189,29062,1
1190,45593,4
1191,74381,1
1192,85818,5
1193,57151,9
1194,64196,0
1195,59833,5
1196,94263,7
1197,38999,1
1198,30586,3
1199,81509,5
1200,26358,5
1201,98136,5
1202,96905,5
1203,52978,4
1204,92608,4
1205,53882,9
1206,58236,0
1207,52642,8
1208,89038,3
1209,59333,1
1210,53450,8
1211,76120,7
1212,72701,0
1213,82123,2
1214,69549,1
1215,96451,5
1216,94786,1
1217,22527,5
1218,90964,8
1219,91552,2
1220,48779,4
1221,35401,8
1222,74397,2
1223,34720,5
1224,91445,5
1225,42598,5
1226,32088,5
1227,61895,5
1228,34153,5
1229,85396,5
1230,37652,4
1231,67016,4
1232,77216,1
1233,64889,5
1234,41967,4
1235,31636,9
1236,43071,1
1237,39231,1
1238,67156,1
1239,41622,8
1240,71161,1
1241,85047,9
1242,62978,5
1243,81850,5
1244,48189,7
1245,77586,8
1246,76526,8
1247,56302,7
1248,41777,0
1249,84829,5
1250,39039,2
1251,97768,1
1252,38707,4
1253,82211,5
1254,29255,5
1255,67005,2
1256,56920,4
1257,40330,5
1258,40471,5
1259,30623,5
1260,52105,4
1261,86404,5
1262,88306,5
1263,71628,5
1264,45336,4
1265,48511,1
1266,70290,5
1267,46993,5
1268,71540,5
1269,72599,5
1270,49036,4
1271,47913,5
1272,38802,0
1273,41692,5
1274,56994,1
1275,92582,8
1276,33265,5
1277,34187,8
1278,45929,1
1279,43962,5
1280,79622,4
1281,97345,0
1282,87936,5
1283,34804,6
1284,79573,1
1285,78426,5
1286,81965,1
1287,23980,2
1288,65180,1
1289,80385,9
1290,62070,5
1291,62453,5
1292,27206,1
1293,77505,5
1294,88281,0
1295,82098,1
1296,62862,1
1297,94987,5
1298,27289,5
1299,46356,1
1300,27472,0
1301,51665,4
1302,39484,4
1303,39449,4
1304,37683,5
1305,75050,5
1306,45503,4
1307,52755,2
1308,46452,5
1309,74936,2
1310,45814,8
1311,78589,8
1312,52166,4
1313,51568,0
1314,55214,1
1315,69654,5
1316,83508,0
1317,57333,2
1318,99339,9
1319,68507,5
1320,28909,5
1321,69806,2
1322,53241,5
1323,25169,6
1324,57836,5
1325,62509,2
1326,45494,3
1327,49244,5
1328,55386,8
1329,91504,5
1330,25525,5
1331,46209,0
1332,55941,0
1333,99035,2
1334,81163,5
1335,20548,5
1336,62531,2
1337,52877,5
1338,25036,5
1339,43513,0
1340,42332,6
1341,46919,5
1342,32915,1
1343,34460,5
1344,83038,2
1345,90701,0
1346,99862,0
1347,28169,5
1348,59479,5
1349,57097,5
1350,35600,9
1351,34751,5
1352,49856,1
1353,41558,0
1354,61700,9
1355,91001,1
1356,43531,8
1357,99527,5
1358,84609,8
1359,99745,5
1360,33407,0
1361,83499,5
1362,52575,3
1363,52942,1
1364,76951,2
1365,44598,5
1366,39599,5
1367,42413,1
1368,57128,5
1369,67823,5
1370,21975,1
1371,66948,8
1372,31948,5
1373,63597,7
1374,36248,5
1375,85134,0
1376,50305,1
1377,91932,5
1378,82848,3
1379,98420,0
1380,40750,5
1381,89914,1
1382,35551,5
1383,37717,8
1384,20619,9
1385,31432,2
1386,35912,5
1387,46466,1
1388,50828,5
1389,73241,5
1390,32394,5
1391,62224,8
1392,71839,0
1393,32276,2
1394,43194,0
1395,21793,5
1396,52019,5
1397,25371,8
1398,72479,1
1399,44562,5
1400,20534,2
1401,56515,6
1402,46549,7
1403,69176,2
1404,43590,4
1405,68890,0
1406,52650,0
1407,65185,1
1408,91129,5
1409,52377,0
1410,39518,5
1411,37045,1
1412,45351,2
1413,64390,1
1414,20429,5
1415,26294,4
1416,64408,1
1417,31332,0
1418,40262,1
1419,77751,4
1420,59476,5
1421,99006,4
1422,53656,4
1423,45779,5
1424,99886,5
1425,57728,0
1426,52065,2
1427,59780,2
1428,94063,5
1429,66595,6
1430,92518,0
1431,61458,1
1432,65361,5
1433,69740,3
1434,72967,4
1435,74561,4
1436,58952,4
1437,33768,5
1438,50329,0
1439,83312,5
1440,89604,2
1441,71993,0
1442,26571,7
1443,33257,1
1444,22670,1
1445,51519,0
1446,22758,6
1447,37904,8
1448,85976,5
1449,44388,1
1450,61009,1
1451,20114,1
1452,48069,1
1453,80299,1
1454,81274,4
1455,68655,4
1456,27924,5
1457,68874,2
1458,28769,0
1459,46814,4
1460,57609,1
1461,36672,5
1462,53962,8
1463,32573,9
1464,47646,4
1465,83412,1
1466,61177,5
1467,70240,1
1468,35004,1
1469,29525,3
1470,92856,1
1471,82732,4
1472,64881,4
1473,92621,9
1474,80913,1
1475,55235,2
1476,52731,5
1477,95274,0
1478,32008,5
1479,39533,5
1480,46090,4
1481,40040,0
1482,72990,4
1483,77593,2
1484,85808,9
1485,24144,0
1486,60563,4
1487,26191,2
1488,38019,2
1489,53327,2
1490,85793,8
1491,27628,2
1492,63812,5
1493,81798,1
1494,81323,1
1495,27171,8
1496,80232,1
1497,76513,8
1498,57994,5
1499,74144,1
1500,67451,0
1501,43886,5
1502,41505,4
1503,39496,5
1504,58739,5
1505,26417,1
1506,68185,1
1507,88720,5
1508,37734,7
1509,85192,5
1510,72450,5
1511,74014,4
1512,41890,5
1513,61560,1
1514,85627,1
1515,35273,4
1516,80519,1
1517,46826,1
1518,60927,8
1519,29129,5
1520,29316,1
1521,90604,1
1522,61375,1
1523,28240,8
1524,90083,5
1525,58921,0
1526,37961,5
1527,51558,5
1528,81972,4
1529,91903,5
1530,33617,5
1531,47051,5
1532,46336,5
1533,34138,4
1534,74864,2
1535,47291,5
1536,37694,2
1537,87346,5
1538,30367,9
1539,37241,9
1540,28813,7
1541,77131,5
1542,56730,4
1543,95730,1
1544,34066,1
1545,42176,1
1546,97892,1
1547,21153,5
1548,65643,5
1549,34050,5
1550,42428,1
1551,54043,4
1552,64658,1
1553,30290,5
1554,44582,2
1555,66912,4
1556,88590,2
1557,66746,5
1558,75689,4
1559,86221,5
1560,70206,1
1561,24311,5
1562,50228,0
1563,32900,4
1564,22415,8
1565,87233,5
1566,58021,7
1567,55842,7
1568,92499,0
1569,78085,5
1570,89592,9
1571,75911,1
1572,65789,2
1573,89835,1
1574,25127,7
1575,64309,5
1576,23203,9
1577,40298,5
1578,20090,5
1579,46823,8
1580,44548,5
1581,89944,1
1582,93135,8
1583,57511,2
1584,51593,1
1585,97720,5
1586,86106,7
1587,23017,8
1588,30553,5
1589,32486,5
1590,33570,5
1591,36556,5
1592,22019,2
1593,47453,5
1594,86897,5
1595,78063,5
1596,44091,5
1597,71673,0
1598,38336,5
1599,20448,4
1600,55729,4
1601,48745,6
1602,29435,8
1603,30339,1
1604,78857,1
1605,61323,1
1606,27667,5
1607,91465,1
1608,55278,5
1609,41836,0
1610,28717,4
1611,40294,5
1612,98048,5
1613,41039,5
1614,36315,8
1615,79053,9
1616,23574,2
1617,29833,5
1618,47689,5
1619,95951,5
1620,73015,0
1621,41271,2
1622,93786,9
1623,24572,5
1624,71840,2
1625,79936,8
1626,83542,2
1627,41356,0
1628,40562,4
1629,50065,5
1630,92452,5
1631,75256,1
1632,92175,7
1633,88359,1
1634,80551,1
1635,88824,4
1636,77265,0
1637,50064,8
1638,70832,1
1639,87058,7
1640,91516,6
1641,84170,5
1642,44739,4
1643,59274,3
1644,54959,5
1645,43898,1
1646,74208,1
1647,28567,5
1648,63024,2
1649,71754,4
1650,94988,2
1651,76370,5
1652,60473,0
1653,29786,1
1654,87053,1
1655,75464,8
1656,27878,1
1657,92815,2
1658,44863,1
1659,49893,1
1660,55531,1
1661,31933,4
1662,66880,2
1663,91311,0
1664,55953,3
1665,44334,5
1666,98689,5
1667,56461,4
1668,99447,4
1669,38634,5
1670,50950,2
1671,24706,3
1672,71803,1
1673,34031,1
1674,88716,7
1675,67849,5
1676,73485,5
1677,63165,0
1678,36324,4
1679,67935,7
1680,86707,1
1681,45927,1
1682,21850,1
1683,60774,1
1684,56455,5
1685,43239,0
1686,36030,1
1687,37455,5
1688,52718,5
1689,89197,0
1690,73045,5
1691,79957,0
1692,82535,5
1693,55536,8
1694,52703,5
1695,48688,4
1696,48139,7
1697,80565,4
1698,79237,5
1699,40288,2
1700,44254,9
1701,20339,1
1702,92326,4
1703,31744,4
1704,75663,1
1705,48755,2
1706,82770,4
1707,88309,1
1708,83032,5
1709,29763,5
1710,90896,5
1711,23457,1
1712,56220,1
1713,89583,8
1714,54596,6
1715,38220,1
1716,82152,1
1717,92282,4
1718,38051,5
1719,29999,7
1720,78527,2
1721,26457,5
1722,77964,6
1723,30411,2
1724,54624,5
1725,82225,5
1726,58935,5
1727,83298,4
1728,63746,5
1729,91344,4
1730,28042,2
1731,88934,0
1732,79256,6
1733,33346,8
1734,75072,5
1735,49989,5
1736,58345,0
1737,65974,5
1738,45935,0
1739,44474,0
1740,61008,5
1741,25053,5
1742,63771,5
1743,76373,5
1744,81337,0
1745,88142,5
1746,33411,1
1747,52859,5
1748,32139,5
1749,41263,4
1750,74751,2
1751,93388,5
1752,89447,5
1753,39969,6
1754,91301,5
1755,52250,5
1756,97467,0
1757,35569,5
1758,65292,9
1759,97627,8
1760,54152,3
1761,34121,7
1762,90707,0
1763,46007,6
1764,72750,5
1765,95075,5
1766,29353,1
1767,28413,8
1768,72520,4
1769,48477,1
1770,32010,9
1771,45453,1
1772,45273,0
1773,88768,1
1774,59395,2
1775,56691,1
1776,59764,1
1777,45230,8
1778,47230,5
1779,89270,0
1780,82252,5
1781,45958,5
1782,65149,4
1783,97865,1
1784,73751,2
1785,48363,6
1786,55084,6
1787,46166,2
1788,52900,4
1789,72738,1
1790,31059,1
1791,54897,4
1792,50915,6
1793,72552,5
1794,87424,2
1795,20838,2
1796,52423,9
1797,55904,1
1798,74136,1
1799,54018,2
1800,93080,1
1801,77759,1
1802,36995,1
1803,47376,7
1804,31795,0
1805,60565,6
1806,30961,4
1807,83431,9
1808,57655,5
1809,78470,1
1810,78849,0
1811,93184,4
1812,46165,9
1813,55203,5
1814,66366,1
1815,46390,1
1816,96766,5
1817,63452,2
1818,20865,1
1819,54930,1
1820,31594,5
1821,78318,1
1822,85399,5
1823,87938,4
1824,81954,8
1825,20594,5
1826,75514,4
1827,30746,2
1828,25291,9
1829,68461,4
1830,43007,9
1831,25993,0
1832,30230,1
1833,99810,0
1834,22545,1
1835,65253,2
1836,26918,1
1837,30559,5
1838,61690,5
1839,73601,9
1840,79203,5
1841,77706,1
1842,29139,0
1843,93935,5
1844,53782,1
1845,51070,1
1846,69639,0
1847,58642,1
1848,26614,5
1849,98716,1
1850,65298,6
1851,40595,5
1852,67602,9
1853,82303,1
1854,42888,5
1855,75981,1
1856,23011,1
1857,30161,0
1858,79215,5
1859,39020,5
1860,36156,5
1861,94310,5
1862,88964,0
1863,81802,5
1864,43819,4
1865,60783,2
1866,98276,1
1867,26383,9
1868,47746,5
1869,32329,2
1870,60823,2
1871,64621,1
1872,86868,1
